Education_Sector,Entity_Type,School_Name,School_Type,School_Status,Address,Suburb,State,Postcode,Full_Phone_No,LGA_ID,LGA_Name,Lng,Lat
Government,1,Sandringham East Primary School,Primary,O,9 Holloway Road,Sandringham,VIC,3191,03 9598 1704,91,Bayside (C),145.022221,-37.956668
Government,1,Seaholme Primary School,Primary,O,Cnr Millers Rd & Civic Parade,Seaholme,VIC,3018,03 9398 2806,311,Hobsons Bay (C),144.839906,-37.864212
Government,1,Somers Primary School,Primary,O,87 Camp Hill Road,Somers,VIC,3927,03 5983 5546,534,Mornington Peninsula (S),145.164606,-38.392117
Government,1,Travancore School,Special,O,50 Flemington Street,TRAVANCORE,VIC,3032,03 9345 6053,506,Moonee Valley (C),144.934867,-37.781903
Government,1,Upwey Primary School,Primary,O,15 Darling Avenue,Upwey,VIC,3158,03 9754 2369,745,Yarra Ranges (S),145.3328027,-37.90286736
Government,1,Coburg North Primary School,Primary,O,180 O'Hea Street,Coburg,VIC,3058,03 9354 1660,525,Moreland (C),144.951854,-37.736171
Government,1,Rosanna Primary School,Primary,O,Grandview Grove,Rosanna,VIC,3084,03 9457 2592,66,Banyule (C),145.062899,-37.735395
Government,1,Wantirna South Primary School,Primary,O,16 Tyner Road,Wantirna South,VIC,3152,03 9801 1900,367,Knox (C),145.237339,-37.872529
Government,1,Strathmore Primary School,Primary,O,14-34 Lloyd Street,Strathmore,VIC,3041,03 9379 3991,506,Moonee Valley (C),144.917004,-37.735512
Government,1,Balwyn North Primary School,Primary,O,Buchanan Avenue,Balwyn North,VIC,3104,03 9859 4258,111,Boroondara (C),145.077044,-37.796699
Government,1,Solway Primary School,Primary,O,Winton Road,Ashburton,VIC,3147,03 9885 2421,111,Boroondara (C),145.07283,-37.873238
Government,1,Wangaratta West Primary School,Primary,O,47-49 Phillipson Street,Wangaratta,VIC,3677,03 5721 3491,670,Wangaratta (RC),146.304421,-36.35413
Government,1,Mount Beauty Primary School,Primary,O,Lakeside Avenue,Mount Beauty,VIC,3699,03 5754 4354,11,Alpine (S),147.17159,-36.739498
Government,1,Newlands Primary School,Primary,O,2-26 Murphy Street,Preston,VIC,3072,03 9354 2928,189,Darebin (C),144.985377,-37.730113
Government,1,Somers School Camp,Primary,O,124 Lord Somers Road,Somers,VIC,3927,03 5983 5302,534,Mornington Peninsula (S),145.145747,-38.388785
Government,1,Newborough Primary School,Primary,O,24 Murray Road,Newborough,VIC,3825,03 5127 1448,381,Latrobe (C),146.292787,-38.188582
Government,1,Traralgon (Stockdale Road) Primary School,Primary,O,7 Stockdale Road,Traralgon,VIC,3844,03 5174 1607,381,Latrobe (C),146.524169,-38.18998
Government,1,Gowrie Street Primary School Shepparton,Primary,O,1-19 Gowrie Street,Shepparton,VIC,3630,03 5821 3100,283,Greater Shepparton (C),145.396348,-36.366802
Government,1,Tootgarook Primary School,Primary,O,Carmichael Street,Tootgarook,VIC,3941,03 5985 2864,534,Mornington Peninsula (S),144.857321,-38.369477
Government,1,Moe (South Street) Primary School,Primary,O,34 South Street,Moe,VIC,3825,03 5127 1512,381,Latrobe (C),146.260064,-38.183188
Government,1,Roslyn Primary School,Primary,O,183 Roslyn Road,Belmont,VIC,3216,03 5243 3538,275,Greater Geelong (C),144.329816,-38.174006
Government,1,Newport Gardens Primary School,Primary,O,Cnr Woods St & Maddox Rd,Newport,VIC,3015,03 9391 2168,311,Hobsons Bay (C),144.868832,-37.845209
Government,1,St Georges Road Primary School Shepparton,Primary,O,120 St Georges Road,Shepparton,VIC,3630,03 5821 3383,283,Greater Shepparton (C),145.405737,-36.390092
Government,1,Malvern Valley Primary School,Primary,O,Abbotsford Avenue,Malvern East,VIC,3145,03 9569 5820,635,Stonnington (C),145.08149,-37.880704
Government,1,Newborough East Primary School,Primary,O,300 Old Sale Road,Newborough,VIC,3825,03 5126 1399,381,Latrobe (C),146.29376,-38.179
Government,1,Belmore School,Special,O,49 Stroud Street,Balwyn,VIC,3103,03 9859 8762,111,Boroondara (C),145.081145,-37.804284
Government,1,Croxton Special School,Special,O,159-165 Beaconsfield Parade,Northcote,VIC,3070,03 9482 5482,189,Darebin (C),144.9873978,-37.76399724
Government,1,Herne Hill Primary School,Primary,O,2-24 Gwynne Street,Hamlyn Heights,VIC,3218,03 5278 4117,275,Greater Geelong (C),144.332449,-38.12936
Government,1,Frankston East Primary School,Primary,O,6A Ashleigh Avenue,Frankston,VIC,3199,03 9789 9552,217,Frankston (C),145.145528,-38.14663
Government,1,Selby Primary School,Primary,O,2 Morley Street,Selby,VIC,3159,03 9754 2675,745,Yarra Ranges (S),145.367517,-37.911431
Government,1,Reservoir East Primary School,Primary,O,58 Boldrewood Parade,Reservoir,VIC,3073,03 9460 1569,189,Darebin (C),145.021837,-37.719975
Government,1,Tucker Road Bentleigh Primary School,Primary,O,16 Tucker Rd,Bentleigh,VIC,3204,03 9557 2044,231,Glen Eira (C),145.049012,-37.932543
Government,1,Katunga Primary School,Primary,O,24 CARTER STREET,Katunga,VIC,3640,03 5864 6365,490,Moira (S),145.455613,-35.998559
Government,1,Ballarat North Primary School,Primary,O,513 Landsborough Street,Ballarat,VIC,3350,03 5333 3387,57,Ballarat (C),143.8628108,-37.54009926
Government,1,Bandiana Primary School,Primary,O,44 Leumeah Road,Bandiana,VIC,3694,02 6056 2826,717,Wodonga (C),146.927135,-36.152965
Government,1,Greythorn Primary School,Primary,O,Reading Avenue,Balwyn North,VIC,3104,03 9857 9762,111,Boroondara (C),145.095963,-37.801427
Government,1,Warragul North Primary School,Primary,O,5 O'Dowds Road,Warragul,VIC,3820,03 5623 4066,83,Baw Baw (S),145.939854,-38.148107
Government,1,Horsham West and Haven Primary School,Primary,O,24 Hillary Street,Horsham,VIC,3400,03 5382 1285,319,Horsham (RC),142.179993,-36.717424
Government,1,Traralgon (Kosciuszko Street) Primary School,Primary,O,36 Kosciuszko Street,Traralgon,VIC,3844,03 5174 2512,381,Latrobe (C),146.515364,-38.199268
Government,1,Traralgon (Liddiard Road) Primary School,Primary,O,148 Liddiard Road,Traralgon,VIC,3844,03 5174 1795,381,Latrobe (C),146.551488,-38.201551
Government,1,Eastwood Primary School,Primary,O,Alexandra Road,Ringwood East,VIC,3135,03 9870 6103,441,Maroondah (C),145.252949,-37.817239
Government,1,Pascoe Vale South Primary School,Primary,O,411-429 Reynard Street,Pascoe Vale South,VIC,3044,03 9386 4301,525,Moreland (C),144.935615,-37.745716
Government,1,Lalor Primary School,Primary,O,26 Maxwell Street,Lalor,VIC,3075,03 9465 3037,707,Whittlesea (C),145.025391,-37.670077
Government,1,Reservoir West Primary School,Primary,O,5a Carrington Road,Reservoir,VIC,3073,03 9478 8211,189,Darebin (C),144.990229,-37.722135
Government,1,Coatesville Primary School,Primary,O,21 Mackie Road,Bentleigh East,VIC,3165,03 9570 1652,231,Glen Eira (C),145.073631,-37.920083
Government,1,Old Orchard Primary School,Primary,O,88 Koonung Road,Blackburn North,VIC,3130,03 9877 7899,698,Whitehorse (C),145.152511,-37.807568
Government,1,Huntingdale Primary School,Primary,O,Grange Street,Oakleigh South,VIC,3167,03 9544 2318,497,Monash (C),145.102359,-37.913075
Government,1,Box Hill North Primary School,Primary,O,Elizabeth Street,Box Hill North,VIC,3129,03 9890 5023,698,Whitehorse (C),145.123311,-37.800792
Government,1,Ferntree Gully North Primary School,Primary,O,111 Forest Road,Ferntree Gully,VIC,3156,03 9758 1662,367,Knox (C),145.299422,-37.874787
Government,1,Ararat West Primary School,Primary,O,Kneebone Street,Ararat,VIC,3377,03 5352 1909,26,Ararat (RC),142.920999,-37.277361
Government,1,Oak Park Primary School,Primary,O,Willett Avenue,Oak Park,VIC,3046,03 9306 9182,525,Moreland (C),144.915042,-37.715528
Government,1,Dandenong North Primary School,Primary,O,117-125 Cleeland Street,Dandenong,VIC,3175,03 9794 7899,267,Greater Dandenong (C),145.214468,-37.976641
Government,1,Bairnsdale West Primary School,Primary,O,Cnr Wallace & Mckean Streets,Bairnsdale,VIC,3875,03 5152 3516,211,East Gippsland (S),147.608096,-37.824541
Government,1,Kalianna Special School,Special,O,Nolan Street,Bendigo,VIC,3550,03 5442 1311,262,Greater Bendigo (C),144.278655,-36.737835
Government,1,Harrisfield Primary School,Primary,O,495 Princes Hwy,Noble Park,VIC,3174,03 9546 9210,267,Greater Dandenong (C),145.179896,-37.954443
Government,1,Pascoe Vale North Primary School,Primary,O,Kent Road,Pascoe Vale,VIC,3044,03 9354 3343,525,Moreland (C),144.94848,-37.721258
Government,1,Belle Vue Primary School,Primary,O,20 Highview Road,Balwyn North,VIC,3104,03 9859 6123,111,Boroondara (C),145.078653,-37.782523
Government,1,Oberon Primary School,Primary,O,28 Dorothy Avenue,Belmont,VIC,3216,03 5243 1613,275,Greater Geelong (C),144.34199,-38.179439
Government,1,Moe Primary School,Primary,O,Cnr Elizabeth & King Streets,Moe,VIC,3825,03 5127 2607,381,Latrobe (C),146.246722,-38.189727
Government,1,St Albans East Primary School,Primary,O,25 McArthur Avenue,St Albans,VIC,3021,03 9366 2071,118,Brimbank (C),144.811089,-37.742167
Government,1,Bourchier Street Primary School Shepparton,Primary,O,Cnr Bourchier St & Balaclava R,Shepparton,VIC,3630,03 5821 3488,283,Greater Shepparton (C),145.412966,-36.366538
Government,1,Swan Hill North Primary School,Primary,O,118 Chapman Street,Swan Hill,VIC,3585,03 5032 4577,661,Swan Hill (RC),143.546066,-35.331787
Government,1,Sunshine Heights Primary School,Primary,O,1-19 Mailey Street,Sunshine,VIC,3020,03 8311 7100,118,Brimbank (C),144.818159,-37.79222
Government,1,Sunshine North Primary School,Primary,O,65 - 71 Suffolk Road,Sunshine North,VIC,3020,03 9311 2400,118,Brimbank (C),144.837192,-37.77201
Government,1,Banyule Primary School,Primary,O,Banyule Road,Rosanna,VIC,3084,03 9459 0732,66,Banyule (C),145.077938,-37.743611
Government,1,Portland South Primary School,Primary,O,133-141 Edgar Street,Portland,VIC,3305,03 5523 2911,241,Glenelg (S),141.610615,-38.365275
Government,1,Rosanna Golf Links Primary School,Primary,O,Interlaken Parade,Rosanna,VIC,3084,03 9457 4178,66,Banyule (C),145.0741188,-37.73512039
Government,1,Cheltenham East Primary School,Primary,O,Silver Street,Cheltenham,VIC,3192,03 9583 5746,343,Kingston (C),145.068353,-37.965256
Government,1,Cranbourne South Primary School,Primary,O,Pearcedale Road,Cranbourne South,VIC,3977,03 9782 2999,161,Casey (C),145.245062,-38.147944
Government,1,Yarrunga Primary School,Primary,O,38 - 50 White Street,Wangaratta,VIC,3677,03 5721 2682,670,Wangaratta (RC),146.317178,-36.37256
Government,1,Ballarat Specialist School,Special,O,25 Gillies Street North,Lake Gardens,VIC,3355,03 5334 1302,57,Ballarat (C),143.8186955,-37.55244058
Government,1,Preston North East Primary School,Primary,O,93 Tyler Street,East Preston,VIC,3072,03 9478 8078,189,Darebin (C),145.029455,-37.733052
Government,1,Orbost North Primary School,Primary,O,Rupert St,Orbost,VIC,3888,03 5154 1217,211,East Gippsland (S),148.466001,-37.697788
Government,1,Nelson Park School,Special,O,Libau Avenue,Bell Park,VIC,3215,03 5278 3620,275,Greater Geelong (C),144.337703,-38.114241
Government,1,Craigieburn Primary School,Primary,O,87 - 91 Grand Boulevard,Craigieburn,VIC,3064,03 9308 1228,327,Hume (C),144.933545,-37.582645
Government,1,Warrnambool East Primary School,Primary,O,Ward Street,Warrnambool,VIC,3280,03 5562 4100,673,Warrnambool (C),142.499578,-38.389589
Government,1,Colac South West Primary School,Primary,O,238 Wilson Street,Colac,VIC,3250,03 5232 1170,175,Colac-Otway (S),143.572026,-38.343634
Government,1,George Street Primary School - Hamilton,Primary,O,32-48  George Street,Hamilton,VIC,3300,03 5571 1478,626,Southern Grampians (S),142.034401,-37.746616
Government,1,Valkstone Primary School,Primary,O,44 Valkstone Street,Bentleigh East,VIC,3165,03 9570 3986,231,Glen Eira (C),145.057169,-37.914608
Government,1,Overport Primary School,Primary,O,Towerhill Road,Frankston,VIC,3199,03 9783 8777,217,Frankston (C),145.126972,-38.160488
Government,1,Wembley Primary School,Primary,O,32 St Leonards Ave,Yarraville,VIC,3013,03 9314 7054,433,Maribyrnong (C),144.874427,-37.821038
Government,1,Rosamond Special School,Special,O,276 Ballarat Road,Braybrook,VIC,3019,03 9311 1511,433,Maribyrnong (C),144.8554086,-37.77963666
Government,1,Bonbeach Primary School,Primary,O,29-63 Breeze Street,Bonbeach,VIC,3196,03 9772 3471,343,Kingston (C),145.125645,-38.066493
Government,1,Heatherhill Primary School,Primary,O,959 Heatherton Road,Springvale,VIC,3171,03 9546 7562,267,Greater Dandenong (C),145.158148,-37.962648
Government,1,Beaumaris North Primary School,Primary,O,Wood Street,Beaumaris,VIC,3193,03 9589 5449,91,Bayside (C),145.036614,-37.974239
Government,1,Hamlyn Banks Primary School,Primary,O,2-24 Chaucer Street,Hamlyn Heights,VIC,3215,03 5278 3100,275,Greater Geelong (C),144.3271,-38.11776
Government,1,Yarraman Oaks Primary School,Primary,O,27 Liege Avenue,Noble Park,VIC,3174,03 9792 4406,267,Greater Dandenong (C),145.191525,-37.970289
Government,1,Mount Pleasant Road Nunawading Primary School,Primary,O,Mt Pleasant Road,Nunawading,VIC,3131,03 9878 1730,698,Whitehorse (C),145.180091,-37.828587
Government,1,Glenroy West Primary School,Primary,O,York Street,Glenroy,VIC,3046,03 9306 8955,525,Moreland (C),144.908293,-37.704957
Government,1,Dandenong South Primary School,Primary,O,52 Kirkham Road,Dandenong,VIC,3175,03 9792 3726,267,Greater Dandenong (C),145.2114331,-37.99895163
Government,1,St Albans North Primary School,Primary,O,65 George Street,St Albans,VIC,3021,03 9366 2029,118,Brimbank (C),144.80201,-37.731745
Government,1,Avondale Primary School,Primary,O,11 Clarendon St,Avondale Heights,VIC,3034,03 9318 1755,506,Moonee Valley (C),144.861529,-37.766157
Government,1,Beverley Hills Primary School,Primary,O,2 - 14 Cassowary Street,Doncaster East,VIC,3109,03 9842 1428,421,Manningham (C),145.159841,-37.796243
Government,1,Wodonga West Primary School,Primary,O,Lawrence Street,Wodonga,VIC,3690,02 6024 1188,717,Wodonga (C),146.876708,-36.122414
Government,1,Frankston Heights Primary School,Primary,O,10 Kalmia Street,Frankston,VIC,3199,03 9783 4988,217,Frankston (C),145.147173,-38.161808
Government,1,Kerrimuir Primary School,Primary,O,178 Dorking Road,Box Hill North,VIC,3129,03 9898 1494,698,Whitehorse (C),145.135249,-37.803679
Government,1,Heathmont East Primary School,Primary,O,Louis Street,Heathmont,VIC,3135,03 9729 5439,441,Maroondah (C),145.257688,-37.830346
Government,1,Strathmore North Primary School,Primary,O,Mascoma Street,Strathmore,VIC,3041,03 9379 6575,506,Moonee Valley (C),144.915976,-37.724863
Government,1,Oakleigh South Primary School,Primary,O,Riley Street,Oakleigh South,VIC,3167,03 9570 1016,497,Monash (C),145.0947041,-37.92220601
Government,1,Thomastown East Primary School,Primary,O,82 Cedar Street,Thomastown,VIC,3074,03 9465 3032,707,Whittlesea (C),145.024899,-37.680325
Government,1,Mount Waverley Heights Primary School,Primary,O,36 Solomon Street,Mount Waverley,VIC,3149,03 9807 8120,497,Monash (C),145.11184,-37.888999
Government,1,East Bentleigh Primary School,Primary,O,Bignell Road,Bentleigh East,VIC,3165,03 9570 3525,231,Glen Eira (C),145.069424,-37.934506
Government,1,Watsonia Primary School,Primary,O,Nell Street West,Watsonia,VIC,3087,03 9435 2917,66,Banyule (C),145.086916,-37.707027
Government,1,Parktone Primary School,Primary,O,Robert Street,Parkdale,VIC,3195,03 9580 1207,343,Kingston (C),145.08824,-37.987109
Government,1,Antonio Park Primary School,Primary,O,631-639 Whitehorse Road,Mitcham,VIC,3132,03 9874 4371,698,Whitehorse (C),145.206002,-37.816188
Government,1,Kingsbury Primary School,Primary,O,1A Maryborough Avenue,Kingsbury,VIC,3083,03 9462 2711,189,Darebin (C),145.037204,-37.716025
Government,1,Katandra School,Special,O,2 Walsh Street,Ormond,VIC,3204,03 9578 6991,231,Glen Eira (C),145.040738,-37.902061
Government,1,Ardeer Primary School,Primary,O,Suspension Street,Ardeer,VIC,3022,03 9363 1194,118,Brimbank (C),144.800494,-37.781074
Government,1,Westall Primary School,Primary,O,Fairbank Road,Clayton South,VIC,3169,03 9546 8964,343,Kingston (C),145.135744,-37.942188
Government,1,Tullamarine Primary School,Primary,O,Broadmeadows Road,Tullamarine,VIC,3043,03 9338 2826,327,Hume (C),144.87957,-37.702204
Government,1,Guthridge Primary School,Primary,O,Dawson Street,Sale,VIC,3850,03 5144 3633,681,Wellington (S),147.083829,-38.095698
Government,1,Park Orchards Primary School,Primary,O,1-3 Bowmore Avenue,Park Orchards,VIC,3114,03 9876 1249,421,Manningham (C),145.215918,-37.779519
Government,1,Albion North Primary School,Primary,O,67-73 Furlong Road,Sunshine North,VIC,3020,03 9312 5900,118,Brimbank (C),144.823039,-37.762121
Government,1,Blackburn Lake Primary School,Primary,O,12 - 14 Florence Street,Blackburn,VIC,3130,03 9894 2855,698,Whitehorse (C),145.166097,-37.827601
Government,1,Laburnum Primary School,Primary,O,Janet Street,Blackburn,VIC,3130,03 9898 5811,698,Whitehorse (C),145.139208,-37.827098
Government,1,Rollins Primary School,Primary,O,Wolseley Grove,Bell Post Hill,VIC,3215,03 5278 3022,275,Greater Geelong (C),144.326464,-38.10121
Government,1,Heatherwood School,Special,O,370-380 Springvale Road,Donvale,VIC,3111,03 9842 8319,421,Manningham (C),145.1780362,-37.80033733
Government,1,Bellaire Primary School,Primary,O,59-71 Larcombe Street,Highton,VIC,3216,03 5243 5203,275,Greater Geelong (C),144.319773,-38.179586
Government,1,Pinewood Primary School,Primary,O,27-35 Pinewood Drive,Mount Waverley,VIC,3149,03 8847 3200,497,Monash (C),145.142339,-37.890118
Government,1,Broadmeadows Primary School,Primary,O,62-70 Blair Street,Broadmeadows,VIC,3047,03 9302 6060,327,Hume (C),144.928493,-37.680191
Government,1,Moomba Park Primary School,Primary,O,111 Anderson Road,Fawkner,VIC,3060,03 9359 2028,525,Moreland (C),144.967219,-37.69576
Government,1,Keilor Heights Primary School,Primary,O,Ronald Grove,Keilor East,VIC,3033,03 9336 1739,506,Moonee Valley (C),144.866495,-37.737516
Government,1,Ainslie Parklands Primary School,Primary,O,24 - 36 Hinkley Ave,Croydon,VIC,3136,03 9870 1566,441,Maroondah (C),145.264244,-37.793786
Government,1,Parkmore Primary School,Primary,O,38-54 Jolimont Road,Forest Hill,VIC,3131,03 9878 5556,698,Whitehorse (C),145.177183,-37.843844
Government,1,Lara Primary School,Primary,O,120 Flinders Avenue,Lara,VIC,3212,03 5282 1427,275,Greater Geelong (C),144.410543,-38.015915
Government,1,Mullum Primary School,Primary,O,18 Panfield Avenue,Ringwood,VIC,3134,03 9870 2120,441,Maroondah (C),145.239443,-37.797737
Government,1,Cranbourne Park Primary School,Primary,O,1 Tucker Street,Cranbourne,VIC,3977,03 5996 1142,161,Casey (C),145.277745,-38.104064
Government,1,Viewbank Primary School,Primary,O,2-10 Nevin Parade,Viewbank,VIC,3084,03 9459 1512,66,Banyule (C),145.08999,-37.73473
Government,1,Greenhills Primary School,Primary,O,Mine Street,Greensborough,VIC,3088,03 9435 4181,66,Banyule (C),145.118648,-37.692278
Government,1,Upwey South Primary School,Primary,O,91 Morris Road,Upwey,VIC,3158,03 9757 0200,745,Yarra Ranges (S),145.3268393,-37.91313917
Government,1,Simpson Primary School,Primary,O,1 Cockayne Street,Simpson,VIC,3266,03 5594 3298,183,Corangamite (S),143.20788,-38.498615
Government,1,Eltham East Primary School,Primary,O,16 Grove Street,Eltham,VIC,3095,03 9439 9793,571,Nillumbik (S),145.154861,-37.711432
